Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths
213315,OIE,24.52,39.56,Asia,Saudi Arabia,Madinah,Almadinah Al Munawwarah,Exact,11/04/2016,16/06/2016,Confirmed,MERS-CoV ,,"domestic, camelidae",17,15,0,0,0,,,,
211915,National authorities,27.038283,113.512074,Asia,China,Hunan Sheng,Zhuzhou,Centroid Admin2,11/04/2016,26/04/2016,Confirmed,Influenza - Avian,H5N6 HPAI,,,,,,,,,1,
211816,OIE,22.1722,95.1656,Asia,Myanmar,Sagaing,Monywa Chicken Production Zone,Exact,11/04/2016,16/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",123074,2284,2284,86338,,,,,
211799,OIE,52.774403,23.739253,Europe,Poland,Podlaskie,Budy,Exact,11/04/2016,14/04/2016,Confirmed,African swine fever,,"wild, wild boar",,1,1,0,0,,,,
214649,OIE,-25.450144,-54.549905,Americas,Brazil,Parana,Foz do Iguaçu,Exact,10/04/2016,22/07/2016,Confirmed,Bluetongue,19,"wild, unspecified mammal",29,1,1,0,0,,,,
213314,OIE,22.1,50.12,Asia,Saudi Arabia,Eastern Province,Al-ahsa,Exact,10/04/2016,16/06/2016,Confirmed,MERS-CoV ,,"domestic, camelidae",18,2,0,0,0,,,,
211990,National authorities,30.042848,31.283962,Africa,Egypt,Cairo,Minshat Nasir,Centroid Admin2,10/04/2016,27/04/2016,Confirmed,Influenza - Avian,H9N2 LPAI,,,,,,,,,1,
211893,National authorities,29.208352,30.709447,Africa,Egypt,Fayoum,Gabal,Centroid Admin2,10/04/2016,20/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,1200,,1200,,,,,
211849,OIE,41.1206,23.2019,Europe,Greece,Kentriki Makedonia,SERRES 3,Exact,10/04/2016,18/04/2016,Confirmed,Lumpy skin disease,,"domestic, cattle",67,2,0,67,0,,,,
211798,OIE,45.108841,26.066434,Europe,Romania,Prahova,Magurele,Exact,10/04/2016,14/04/2016,Confirmed,Newcastle disease,,"domestic, unspecified bird",78500,3100,1170,9830,0,,,,
211794,National authorities,23.402081,45.23404,Asia,Saudi Arabia,Riyad,Riyad,Centroid Admin1,10/04/2016,13/04/2016,Confirmed,MERS-CoV ,,,,,,,,,,1,1
216613,National authorities,-6.434232,108.374,Asia,Indonesia,Jawa Barat,SAMBIMAYA,Exact,09/04/2016,09/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,4,4,,,,,,
211892,National authorities,29.865555,31.330759,Africa,Egypt,Cairo,Alo,Centroid Admin2,09/04/2016,17/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,10,,10,,,,,
211879,National authorities,31.16777,112.844994,Asia,China,Hubei Sheng,Hubei Sheng,Centroid Admin1,09/04/2016,21/04/2016,Confirmed,Influenza - Avian,H5N6 HPAI,,,,,,,,,1,
211871,OIE,17.03111,-97.928973,Americas,Mexico,Oaxaca,Putla Villa de Guerrero,Exact,09/04/2016,22/04/2016,Confirmed,Influenza - Avian,H7N3 HPAI,"domestic, chicken",1300,1203,1203,97,0,,,,
211842,OIE,23.4847,120.344,Asia,Taiwan (Province of China),Taiwan Sheng,Taibao City,Exact,09/04/2016,19/04/2016,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, goose",1860,548,548,1312,0,,,,
211840,OIE,32.155077,34.896806,Asia,Israel,Central District,HOD HASHARON,Exact,09/04/2016,17/04/2016,Confirmed,Newcastle disease,,"domestic, chicken",33000,,250,32750,,,,,
211804,OIE,55.0628,24.0147,Europe,Lithuania,Kauno,Kaunas district municipality,Exact,09/04/2016,15/04/2016,Confirmed,African swine fever,,"wild, unspecified mammal",,1,1,0,0,,,,
211803,OIE,55.0611,24.0094,Europe,Lithuania,Kauno,Kaunas district municipality,Exact,09/04/2016,15/04/2016,Confirmed,African swine fever,,"wild, unspecified mammal",,4,4,0,0,,,,
211793,National authorities,23.402081,45.23404,Asia,Saudi Arabia,Riyad,Riyad,Centroid Admin1,09/04/2016,13/04/2016,Confirmed,MERS-CoV ,,,,,,,,,,1,
211711,National authorities,25.31,49.61,Asia,Saudi Arabia,Eastern Province,Al Hofuf,Centroid Admin1,09/04/2016,11/04/2016,Confirmed,MERS-CoV ,,,,,,,,,,1,1
216628,National authorities,-6.883502,111.681,Asia,Indonesia,Jawa Timur,SUGIHAN,Exact,08/04/2016,08/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, muscovy ducks",,6,6,,,,,,
211891,National authorities,25.426929,30.561346,Africa,Egypt,New Valley,Meza,Centroid Admin2,08/04/2016,16/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,170,,170,,,,,
216656,National authorities,0.496737,124.469,Asia,Indonesia,Sulawesi Utara,JIKO BELANGA,Exact,07/04/2016,07/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,5,5,,,,,,
216653,National authorities,-5.226436,120.244,Asia,Indonesia,Sulawesi Selatan,BIRORO,Exact,07/04/2016,07/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,15,15,,,,,,
216645,National authorities,-5.377562,105.77,Asia,Indonesia,Lampung,NIBUNG,Exact,07/04/2016,07/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,3,3,,,,,,
211950,OIE,46.9042,109.5089,Asia,Mongolia,Xentii,Shaatai,Exact,07/04/2016,27/04/2016,Confirmed,Sheep pox and goat pox,,"domestic, sheep",,100,0,100,0,,,,
211839,OIE,32.434645,34.912872,Asia,Israel,Haifa,HADERA,Exact,07/04/2016,17/04/2016,Confirmed,Newcastle disease,,"domestic, chicken",31100,,600,30500,,,,,
211812,National authorities,26.68868,31.47053,Africa,Egypt,Suhag,Nazlet El Hagar,Centroid Admin2,07/04/2016,09/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken, domestic, duck, domestic, unspecified bird",,13,,13,,,,,
211788,OIE,45.11046,26.0801,Europe,Romania,Prahova,Gornet,Exact,07/04/2016,11/04/2016,Confirmed,Newcastle disease,,"domestic, chicken",70000,13314,4455,0,0,,,,
211843,OIE,22.6073,120.417,Asia,Taiwan (Province of China),Taiwan Sheng,Daliao District,Exact,06/04/2016,19/04/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",615,2,2,613,0,,,,
211841,OIE,23.4823,120.34,Asia,Taiwan (Province of China),Taiwan Sheng,Taibao City,Exact,06/04/2016,19/04/2016,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, goose",1695,10,10,1685,0,,,,
211818,National authorities,22.408705,114.057637,Asia,"Hong Kong, SAR",Administrative unit not available,Administrative unit not available,Centroid Admin1,06/04/2016,19/04/2016,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,1,
211784,OIE,46.28528,30.3625,Europe,Ukraine,Odes'ka,Kalagiya,Exact,06/04/2016,11/04/2016,Confirmed,African swine fever,,"domestic, swine",,2,1,1,0,,,,
211754,National authorities,30.05366,31.26457,Africa,Egypt,Cairo,Ghanem,Centroid Admin2,06/04/2016,07/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,20,,20,,,,,
211710,National authorities,26.41647,50.046844,Asia,Saudi Arabia,Eastern Province,Dammam,Centroid Admin1,06/04/2016,09/04/2016,Confirmed,MERS-CoV ,,,,,,,,,,1,
216623,National authorities,-7.728014,109.704,Asia,Indonesia,Jawa Tengah,JOGOPATEN,Exact,05/04/2016,05/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,99,99,,,,,,
216619,National authorities,-6.792319,108.434,Asia,Indonesia,Jawa Barat,PADAMATANG,Exact,05/04/2016,05/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, quail",,7000,7000,,,,,,
216618,National authorities,-7.041666,108.505,Asia,Indonesia,Jawa Barat,CINIRU,Exact,05/04/2016,05/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,43,43,,,,,,
216612,National authorities,-6.356175,108.374,Asia,Indonesia,Jawa Barat,BALONGAN,Exact,05/04/2016,05/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,4,4,,,,,,
216238,OIE,37.455241,127.208488,Asia,Republic of Korea,Kyonggi-do,Namhansanseong-myeon,Exact,05/04/2016,07/09/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",49,0,0,49,0,,,,
211935,OIE,45.917854,2.557003,Europe,France,Auvergne,MONTEL DE GELAT,Exact,05/04/2016,22/04/2016,Confirmed,Bluetongue,8,"domestic, cattle",294,1,0,0,0,,,,
211870,OIE,18.555901,-97.578922,Americas,Mexico,Puebla,Tepanco de López,Exact,05/04/2016,22/04/2016,Confirmed,Influenza - Avian,H7N3 HPAI,"domestic, chicken",500,313,313,187,0,,,,
211869,OIE,19.796812,-97.303159,Americas,Mexico,Puebla,Jalacingo,Exact,05/04/2016,22/04/2016,Confirmed,Influenza - Avian,H7N3 HPAI,"domestic, chicken",8,7,7,1,0,,,,
211868,OIE,18.821123,-97.166337,Americas,Mexico,Veracruz,Nogales,Exact,05/04/2016,22/04/2016,Confirmed,Influenza - Avian,H7N3 HPAI,"domestic, chicken",10000,500,200,9800,0,,,,
211838,OIE,32.155077,34.896806,Asia,Israel,Central District,HOD HASHARON,Exact,05/04/2016,17/04/2016,Confirmed,Newcastle disease,,"domestic, chicken",12200,0,0,12200,0,,,,
211811,National authorities,26.13884,32.452374,Africa,Egypt,Qena,Azazia,Centroid Admin2,05/04/2016,08/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, turkey",,10,,10,,,,,
211809,OIE,45.611944,3.351667,Europe,France,Auvergne,MANGLIEU,Exact,05/04/2016,15/04/2016,Confirmed,Bluetongue,8,"domestic, cattle",216,1,0,0,0,,,,
211808,OIE,45.917854,2.557003,Europe,France,Auvergne,MONTEL DE GELAT,Exact,05/04/2016,15/04/2016,Confirmed,Bluetongue,8,"domestic, cattle",294,1,0,0,0,,,,
211750,OIE,48.220833,5.068056,Europe,France,Champagne-Ardenne,ORMOY-LES-SEXFONTAINES,Unknown,05/04/2016,08/04/2016,Confirmed,Bluetongue,8,"domestic, cattle",198,1,0,0,0,,,,
216646,National authorities,-4.62852,105.082,Asia,Indonesia,Lampung,DAYA ASRI,Exact,04/04/2016,04/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,350,350,,,,,,
211934,OIE,45.611944,3.351667,Europe,France,Auvergne,MANGLIEU,Exact,04/04/2016,22/04/2016,Confirmed,Bluetongue,8,"domestic, cattle",216,1,0,0,0,,,,
211848,OIE,40.9097,23.4994,Europe,Greece,Kentriki Makedonia,SERRES 2,Exact,04/04/2016,18/04/2016,Confirmed,Lumpy skin disease,,"domestic, cattle",400,1,0,400,0,,,,
211807,OIE,41.3108,23.3883,Europe,Greece,Kentriki Makedonia,SERRES1,Exact,04/04/2016,15/04/2016,Confirmed,Lumpy skin disease,,"domestic, cattle",115,2,0,115,0,,,,
211741,OIE,55.0611,24.0094,Europe,Lithuania,Kauno,Kaunas district municipality,Exact,04/04/2016,07/04/2016,Confirmed,African swine fever,,"wild, wild boar",,1,1,0,0,,,,
211740,OIE,55.0614,24.0125,Europe,Lithuania,Kauno,Kaunas district municipality,Exact,04/04/2016,07/04/2016,Confirmed,African swine fever,,"wild, wild boar",,1,1,0,0,,,,
211708,National authorities,18.237637,45.611746,Asia,Saudi Arabia,Najran,Najran,Centroid Admin1,04/04/2016,06/04/2016,Confirmed,MERS-CoV ,,,,,,,,,,1,1
211707,National authorities,26.12,50.54,Asia,Bahrain,Riffa,Mohammed bin Khalifa Specialist Cardiac Centre,Unknown,04/04/2016,10/04/2016,Confirmed,MERS-CoV ,,,,,,,,,,1,1
212494,OIE,6.14182,0.05132,Africa,Ghana,Eastern,Abusia Kope,Exact,03/04/2016,22/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3940,2210,2210,1730,0,,,,
211795,National authorities,17.97,44.1,Asia,Saudi Arabia,Najran,Thar,Unknown,03/04/2016,15/04/2016,Confirmed,MERS-CoV ,,,,,,,,,,1,
211757,National authorities,25.69,39.29,Asia,Saudi Arabia,Madinah,Khaibar,Centroid Admin1,03/04/2016,12/04/2016,Confirmed,MERS-CoV ,,,,,,,,,,1,
212002,FAO Field Officer,11.1005,7.7438,Africa,Nigeria,Kaduna,Zaria,Exact,02/04/2016,05/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",30000,,6000,24000,,,,,
211782,OIE,-33.7,19.0,Africa,South Africa,Western Cape,AHS_WCP_2016_001,Exact,02/04/2016,08/04/2016,Confirmed,African horse sickness,,"domestic, horse",10,1,1,0,0,,,,
211739,OIE,55.0481,23.9814,Europe,Lithuania,Kauno,Kaunas district municipality,Exact,02/04/2016,07/04/2016,Confirmed,African swine fever,,"wild, wild boar",,5,5,0,0,,,,
211709,National authorities,20.061388,41.307181,Asia,Saudi Arabia,Baha,Baha,Centroid Admin1,02/04/2016,07/04/2016,Confirmed,MERS-CoV ,,,,,,,,,,1,1
216644,National authorities,-5.328208,105.205,Asia,Indonesia,Lampung,PEMANGGILAN,Exact,01/04/2016,01/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,86,86,,,,,,
216622,National authorities,-6.554666,107.446,Asia,Indonesia,Jawa Barat,NAGRIKALER,Exact,01/04/2016,01/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, muscovy ducks",,5,5,,,,,,
216616,National authorities,-6.986042,108.677,Asia,Indonesia,Jawa Barat,BUNDER,Exact,01/04/2016,01/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,140,140,,,,,,
216615,National authorities,-6.477844,108.343,Asia,Indonesia,Jawa Barat,TAMBI,Exact,01/04/2016,01/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, muscovy ducks",,24,24,,,,,,
216614,National authorities,-6.450267,108.434,Asia,Indonesia,Jawa Barat,TEGALMUNDU,Exact,01/04/2016,01/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,5,5,,,,,,
216611,National authorities,-6.366178,108.255,Asia,Indonesia,Jawa Barat,LINGGAJATI,Exact,01/04/2016,01/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,54,54,,,,,,
216604,National authorities,-6.378421,106.25,Asia,Indonesia,Banten,KADUAGUNG TIMUR,Exact,01/04/2016,01/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,17,17,,,,,,
213313,OIE,26.4,49.97,Asia,Saudi Arabia,Eastern Province,Al-dmmam,Exact,01/04/2016,16/06/2016,Confirmed,MERS-CoV ,,"domestic, camelidae",10,2,0,0,0,,,,
211837,OIE,31.9802,34.922783,Asia,Israel,Central District,KEFAR TRUMAN,Exact,01/04/2016,17/04/2016,Confirmed,Newcastle disease,,"domestic, chicken",153500,,500,153000,,,,,
211783,OIE,19.183,105.6313,Asia,Viet Nam,Nghe An,Quynh Hoa,Exact,01/04/2016,10/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",200,100,50,150,0,,,,
211780,OIE,23.484081,120.33926,Asia,Taiwan (Province of China),Taiwan Sheng,Taibao City,Exact,01/04/2016,11/04/2016,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, goose",1705,222,222,1483,0,,,,
211753,National authorities,30.018599,31.27147,Africa,Egypt,Cairo,Elkhalifa,Centroid Admin2,01/04/2016,03/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,10,,10,,,,,
211749,OIE,46.759444,2.401111,Europe,France,Centre,FARGES ALLICHAMPS,Unknown,01/04/2016,08/04/2016,Confirmed,Bluetongue,8,"domestic, cattle",98,1,0,0,0,,,,
211748,OIE,47.9192,5.9944,Europe,France,Franche-Comte,CORRE,Unknown,01/04/2016,08/04/2016,Confirmed,Bluetongue,8,"domestic, cattle",88,2,0,0,0,,,,
211725,OIE,57.5178,26.3039,Europe,Latvia,Valkas,Grundzales parish,Exact,01/04/2016,05/04/2016,Confirmed,African swine fever,,"wild, wild boar",,8,8,0,0,,,,
211724,OIE,57.2625,27.0753,Europe,Latvia,Aluksnes,Jaunannas parish,Exact,01/04/2016,05/04/2016,Confirmed,African swine fever,,"wild, wild boar",,1,1,0,0,,,,
211723,OIE,56.8236,27.4928,Europe,Latvia,Ludzas,Salnavas parish,Exact,01/04/2016,05/04/2016,Confirmed,African swine fever,,"wild, wild boar",,1,1,0,0,,,,
211722,OIE,57.2651,27.3353,Europe,Latvia,Balvu,Viksnas parish,Exact,01/04/2016,05/04/2016,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,0,,,,
211715,OIE,9.83279,8.86445,Africa,Nigeria,Plateau,Bamkap,Exact,01/04/2016,03/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",4878,76,76,4802,0,,,,
213312,OIE,24.72,46.67,Asia,Saudi Arabia,Riyad,Riyadh livestock market,Exact,31/03/2016,16/06/2016,Confirmed,MERS-CoV ,,"domestic, camelidae",100,33,0,0,0,,,,
211933,OIE,46.786849,2.11392,Europe,France,Centre,ST HILAIRE EN LIGNIERES,Exact,31/03/2016,22/04/2016,Confirmed,Bluetongue,8,"domestic, cattle",202,1,0,0,0,,,,
211779,OIE,23.718041,120.23194,Asia,Taiwan (Province of China),Taiwan Sheng,Taixi Township,Exact,31/03/2016,11/04/2016,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, goose",2030,378,378,1652,0,,,,
211752,National authorities,29.865555,31.330759,Africa,Egypt,Cairo,Hadaiek Helwan,Centroid Admin2,31/03/2016,02/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,33,,33,,,,,
211751,National authorities,28.951494,30.85256,Africa,Egypt,Beni Suef,Badhel,Centroid Admin2,31/03/2016,01/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,10,,10,,,,,
211747,OIE,47.27241,3.241095,Europe,France,Bourgogne,CHATEAUNEUF VAL DE BARGIS,Unknown,31/03/2016,08/04/2016,Confirmed,Bluetongue,8,"domestic, cattle",60,1,0,0,0,,,,
211746,OIE,47.509144,3.003918,Europe,France,Bourgogne,ARQUIAN,Unknown,31/03/2016,08/04/2016,Confirmed,Bluetongue,8,"domestic, cattle",26,1,0,0,0,,,,
211745,OIE,45.683581,0.867413,Europe,France,Limousin,CUSSAC,Unknown,31/03/2016,08/04/2016,Confirmed,Bluetongue,8,"domestic, cattle",119,1,0,0,0,,,,
211744,OIE,45.413624,3.876427,Europe,France,Auvergne,SAUVESSANGES,Unknown,31/03/2016,08/04/2016,Confirmed,Bluetongue,8,"domestic, cattle",205,1,0,0,0,,,,
211721,OIE,57.5083,27.3239,Europe,Latvia,Aluksnes,Markalnes parish,Exact,31/03/2016,05/04/2016,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,0,,,,
211720,OIE,57.6183,24.9958,Europe,Latvia,Valmieras,Diklu parish,Exact,31/03/2016,05/04/2016,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,0,,,,
211714,OIE,9.85405,8.85002,Africa,Nigeria,Plateau,Rantya,Exact,31/03/2016,03/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",204,2,2,202,0,,,,
211713,OIE,9.8802,8.0058,Africa,Nigeria,Kaduna,Ranya Lowcost,Exact,31/03/2016,03/04/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",13536,200,200,13336,0,,,,
211674,OIE,55.4817,26.2097,Europe,Lithuania,Utenos,Ignalina district municipality,Unknown,31/03/2016,01/04/2016,Confirmed,African swine fever,,"wild, wild boar",,1,1,0,0,,,,
216829,National authorities,-3.940312,119.865,Asia,Indonesia,Sulawesi Selatan,WATANG SIDENRENG,Exact,30/03/2016,30/03/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,,7700,,,,,,
216813,National authorities,-5.377259,105.273,Asia,Indonesia,Lampung,SUKABUMI,Exact,30/03/2016,30/03/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,25,,,,,,
216810,National authorities,-0.130953,117.238,Asia,Indonesia,Kalimantan Timur,BUANA JAYA,Exact,30/03/2016,30/03/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,4,,,,,,
216803,National authorities,-7.48259,110.927,Asia,Indonesia,Jawa Tengah,KARANG MALANG,Exact,30/03/2016,30/03/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,,1350,,,,,,
216793,National authorities,-6.991877,108.67,Asia,Indonesia,Jawa Barat,DATAR,Exact,30/03/2016,30/03/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,60,,,,,,
216791,National authorities,-6.462064,108.408,Asia,Indonesia,Jawa Barat,MUNDU,Exact,30/03/2016,30/03/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,,5,,,,,,
216786,National authorities,-7.261235,108.45,Asia,Indonesia,Jawa Barat,SUKADANA,Exact,30/03/2016,30/03/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,2167,,,,,,
211997,OIE,-33.7,21.9,Africa,South Africa,Western Cape,LPAI_2014_H5N2_052,Exact,30/03/2016,03/05/2016,Confirmed,Influenza - Avian,H5N2 LPAI,"domestic, ostrich",410,133,0,0,0,,,,
211743,OIE,47.1442,6.0467,Europe,France,Franche-Comte,MONTROND LE CHATEAU,Unknown,30/03/2016,08/04/2016,Confirmed,Bluetongue,8,"domestic, cattle",89,1,0,0,0,,,,
211719,OIE,56.0806,25.8969,Europe,Latvia,Daugavpils,Prodes parish,Exact,30/03/2016,05/04/2016,Confirmed,African swine fever,,"wild, wild boar",,2,2,0,0,,,,
211718,OIE,56.7667,26.6906,Europe,Latvia,Madonas,Barkavas parish,Exact,30/03/2016,05/04/2016,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,0,,,,
211680,National authorities,27.539087,30.76911,Africa,Egypt,Assiut,Sanbour,Centroid Admin2,30/03/2016,31/03/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, turkey",,5500,,5500,,,,,
211670,OIE,44.184244,2.715923,Europe,France,Midi-Pyrenees,ARVIEU,Unknown,30/03/2016,01/04/2016,Confirmed,Bluetongue,8,"domestic, cattle",125,1,0,0,0,,,,
223151,OIE,36.557575,126.677997,Asia,Republic of Korea,Chungchongnam-do,Hongdong-myeon,Exact,29/03/2016,30/12/2016,Confirmed,Foot and mouth disease,O,"domestic, swine",500,6,0,22,0,,,,
216828,National authorities,-3.910888,119.859,Asia,Indonesia,Sulawesi Selatan,KANYUARA,Exact,29/03/2016,29/03/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,,6957,,,,,,
216801,National authorities,-7.003809,109.671,Asia,Indonesia,Jawa Tengah,KALIMOJOSARI,Exact,29/03/2016,29/03/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,50,,,,,,
211737,OIE,58.036111,25.425556,Europe,Estonia,Viljandi maakond,Abja parish,Exact,29/03/2016,06/04/2016,Confirmed,African swine fever,,"wild, wild boar",,1,1,0,0,,,,
211717,OIE,56.8406,26.5906,Europe,Latvia,Madonas,Indranu parish,Exact,29/03/2016,05/04/2016,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,0,,,,
211669,OIE,45.975,6.023,Europe,France,Rhone-Alpes,NONGLARD,Unknown,29/03/2016,01/04/2016,Confirmed,Bluetongue,8,"domestic, cattle",145,2,0,0,0,,,,
211668,OIE,46.115292,4.368753,Europe,France,Rhone-Alpes,THEL,Unknown,29/03/2016,01/04/2016,Confirmed,Bluetongue,8,"domestic, cattle",130,1,0,0,0,,,,
211667,OIE,45.941615,4.367736,Europe,France,Rhone-Alpes,AMPLEPUIS,Unknown,29/03/2016,01/04/2016,Confirmed,Bluetongue,8,"domestic, cattle",121,1,0,0,0,,,,
211663,National authorities,26.333333,43.966667,Asia,Saudi Arabia,Quassim,Buraidah,Exact,29/03/2016,01/04/2016,Confirmed,MERS-CoV ,,,,,,,,,,1,1
216812,National authorities,-5.332484,105.237,Asia,Indonesia,Lampung,RAJABASA JAYA,Exact,28/03/2016,28/03/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,200,,,,,,
216802,National authorities,-6.836547,109.482,Asia,Indonesia,Jawa Tengah,KENDALREJO,Exact,28/03/2016,28/03/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,,1800,,,,,,
216795,National authorities,-6.981085,108.488,Asia,Indonesia,Jawa Barat,KUNINGAN,Exact,28/03/2016,28/03/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, muscovy ducks",,,17,,,,,,
216794,National authorities,-6.981085,108.488,Asia,Indonesia,Jawa Barat,KUNINGAN,Exact,28/03/2016,28/03/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,31,,,,,,
216782,National authorities,-6.352034,106.294,Asia,Indonesia,Banten,SUKAMANAH,Exact,28/03/2016,28/03/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,46,,,,,,
216781,National authorities,-6.377697,106.228,Asia,Indonesia,Banten,KADUAGUNG ,Exact,28/03/2016,28/03/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,19,,,,,,
211738,OIE,0.83902,73.183484,Asia,Maldives,Gaafu Alifu,Ga. Kolaa/Kolamaafushi,Exact,28/03/2016,07/04/2016,Confirmed,Peste des petits ruminants,,"domestic, goat",130,104,9,0,0,,,,
216799,National authorities,-6.860153,106.984,Asia,Indonesia,Jawa Barat,SUKALARANG,Exact,27/03/2016,27/03/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, quail",,,1100,,,,,,
213932,International reference laboratory,24.14,47.31,Asia,Saudi Arabia,Riyad,SAUDI ARABIA_Central Region (reg.)_Al Kharj (adm2),Unknown,27/03/2016,09/06/2016,Confirmed,Foot and mouth disease,A,"domestic, cattle",45000,33,,,,,,,
211736,OIE,58.087222,26.137222,Europe,Estonia,Valga maakond,Puka parish,Exact,27/03/2016,06/04/2016,Confirmed,African swine fever,,"wild, wild boar",,1,1,0,0,,,,
211735,OIE,58.886111,24.966944,Europe,Estonia,Rapla maakond,Kehtna parish,Exact,27/03/2016,06/04/2016,Confirmed,African swine fever,,"wild, wild boar",,1,1,0,0,,,,
211679,National authorities,29.442171,30.831992,Africa,Egypt,Fayoum,Tawfikia,Centroid Admin2,27/03/2016,29/03/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,3000,,3000,,,,,
216800,National authorities,-6.566139,111.048,Asia,Indonesia,Jawa Tengah,PAKIS,Exact,26/03/2016,26/03/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,22,,,,,,
211734,OIE,57.556944,26.6,Europe,Estonia,Võru maakond,Mõniste parish,Exact,26/03/2016,06/04/2016,Confirmed,African swine fever,,"wild, wild boar",,2,2,0,0,,,,
211733,OIE,58.793056,25.911944,Europe,Estonia,Järva maakond,Koigi parish,Exact,26/03/2016,06/04/2016,Confirmed,African swine fever,,"wild, wild boar",,1,1,0,0,,,,
